"lab_name","test_performed","test_type","tests_positive","tests_negative","gmp_indication"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-29T00:00:00Z","1477",0,7,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-29T00:00:00Z","1557",1,0,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-29T00:00:00Z","1477",0,102,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-29T00:00:00Z","1477",11,478,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-29T00:00:00Z","1557",1,7,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-29T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-29T00:00:00Z","1537",2,23,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-29T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-29T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-29T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-29T00:00:00Z","1477",56,864,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-29T00:00:00Z","1537",5,14,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-29T00:00:00Z","1557",5,2,"profilaktika"
"Vilniaus universitetas","2021-03-29T00:00:00Z","1477",108,444,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-30T00:00:00Z","1477",1,683,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-30T00:00:00Z","1477",5,168,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-30T00:00:00Z","1477",350,620,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-30T00:00:00Z","1557",0,5,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-30T00:00:00Z","1477",2,37,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-30T00:00:00Z","1557",0,16,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-30T00:00:00Z","1477",25,250,"profilaktika"
"UAB ""Baltic Medics""","2021-03-30T00:00:00Z","1477",14,567,"profilaktika"
"UAB ""Rezus.lt""","2021-03-30T00:00:00Z","1477",6,267,"profilaktika"
"UAB ""Rezus.lt""","2021-03-30T00:00:00Z","1557",11,364,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-30T00:00:00Z","1557",5,145,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-30T00:00:00Z","1477",11,84,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-30T00:00:00Z","1557",0,54,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-30T00:00:00Z","1477",103,1392,"profilaktika"
"UAB InMedica","2021-03-30T00:00:00Z","1477",37,367,"profilaktika"
"UAB InMedica","2021-03-30T00:00:00Z","1557",5,99,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-30T00:00:00Z","1537",1,31,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-30T00:00:00Z","1557",0,22,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-30T00:00:00Z","1477",77,1318,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-30T00:00:00Z","1477",19,475,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-03-30T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-30T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-30T00:00:00Z","1557",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-30T00:00:00Z","1557",1,1,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-30T00:00:00Z","1477",0,18,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-30T00:00:00Z","1477",0,98,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-30T00:00:00Z","1557",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-30T00:00:00Z","1477",3,296,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-30T00:00:00Z","1537",1,9,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-30T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-30T00:00:00Z","1557",0,5,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-03-30T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-30T00:00:00Z","1537",10,18,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-30T00:00:00Z","1477",42,790,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-30T00:00:00Z","1557",6,2,"profilaktika"
"Vilniaus universitetas","2021-03-30T00:00:00Z","1477",51,331,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-03-31T00:00:00Z","1477",7,582,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-31T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-03-31T00:00:00Z","1477",30,231,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-03-31T00:00:00Z","1477",299,484,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-31T00:00:00Z","1477",2,22,"profilaktika"
"Nacionalinis vėžio institutas","2021-03-31T00:00:00Z","1557",0,3,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-31T00:00:00Z","1477",16,195,"profilaktika"
"SYNLAB Lietuva UAB","2021-03-31T00:00:00Z","1557",0,10,"profilaktika"
"UAB ""Baltic Medics""","2021-03-31T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Baltic Medics""","2021-03-31T00:00:00Z","1477",18,465,"profilaktika"
"UAB ""Rezus.lt""","2021-03-31T00:00:00Z","1557",14,221,"profilaktika"
"UAB ""Rezus.lt""","2021-03-31T00:00:00Z","1477",31,285,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-31T00:00:00Z","1477",5,78,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-03-31T00:00:00Z","1557",1,8,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-31T00:00:00Z","1557",0,32,"profilaktika"
"UAB Diagnostikos laboratorija","2021-03-31T00:00:00Z","1477",166,1553,"profilaktika"
"UAB InMedica","2021-03-31T00:00:00Z","1557",3,114,"profilaktika"
"UAB InMedica","2021-03-31T00:00:00Z","1477",33,409,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-31T00:00:00Z","1477",65,988,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-31T00:00:00Z","1537",0,22,"profilaktika"
"UAB Medicina practica laboratorija","2021-03-31T00:00:00Z","1557",1,28,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-03-31T00:00:00Z","1477",20,356,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-31T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-03-31T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-31T00:00:00Z","1477",0,16,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-03-31T00:00:00Z","1557",1,0,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-03-31T00:00:00Z","1477",0,86,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-31T00:00:00Z","1477",1,384,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-03-31T00:00:00Z","1557",1,7,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-31T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-03-31T00:00:00Z","1537",2,13,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-03-31T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-31T00:00:00Z","1557",8,4,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-31T00:00:00Z","1477",40,761,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-03-31T00:00:00Z","1537",8,30,"profilaktika"
"Vilniaus universitetas","2021-03-31T00:00:00Z","1477",3,294,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-04-01T00:00:00Z","1477",10,485,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-01T00:00:00Z","1537",2,7,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-01T00:00:00Z","1477",57,175,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-01T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-04-01T00:00:00Z","1477",215,526,"profilaktika"
"Nacionalinis vėžio institutas","2021-04-01T00:00:00Z","1477",0,17,"profilaktika"
"Nacionalinis vėžio institutas","2021-04-01T00:00:00Z","1557",0,1,"profilaktika"
"SYNLAB Lietuva UAB","2021-04-01T00:00:00Z","1557",0,29,"profilaktika"
"SYNLAB Lietuva UAB","2021-04-01T00:00:00Z","1477",25,145,"profilaktika"
"UAB ""Baltic Medics""","2021-04-01T00:00:00Z","1477",23,385,"profilaktika"
"UAB ""Baltic Medics""","2021-04-01T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""Rezus.lt""","2021-04-01T00:00:00Z","1557",13,499,"profilaktika"
"UAB ""Rezus.lt""","2021-04-01T00:00:00Z","1477",13,155,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-04-01T00:00:00Z","1477",4,110,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-04-01T00:00:00Z","1557",0,75,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-01T00:00:00Z","1557",1,65,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-01T00:00:00Z","1477",111,1023,"profilaktika"
"UAB InMedica","2021-04-01T00:00:00Z","1557",13,100,"profilaktika"
"UAB InMedica","2021-04-01T00:00:00Z","1477",38,556,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-01T00:00:00Z","1557",1,50,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-01T00:00:00Z","1477",74,1102,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-01T00:00:00Z","1537",1,19,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-04-01T00:00:00Z","1477",34,533,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-01T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-04-01T00:00:00Z","1557",2,0,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-04-01T00:00:00Z","1477",0,8,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-04-01T00:00:00Z","1477",0,71,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-01T00:00:00Z","1477",3,277,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-01T00:00:00Z","1557",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-04-01T00:00:00Z","1537",1,14,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-04-01T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-01T00:00:00Z","1537",0,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-01T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-01T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Vilniaus miesto klinikinė ligoninė","2021-04-01T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-01T00:00:00Z","1477",28,525,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-01T00:00:00Z","1557",2,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-01T00:00:00Z","1537",12,25,"profilaktika"
"Vilniaus universitetas","2021-04-01T00:00:00Z","1477",38,190,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-04-02T00:00:00Z","1477",0,327,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-04-02T00:00:00Z","1557",0,1,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-02T00:00:00Z","1477",69,215,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-04-02T00:00:00Z","1477",251,489,"profilaktika"
"Nacionalinis vėžio institutas","2021-04-02T00:00:00Z","1477",2,25,"profilaktika"
"Nacionalinis vėžio institutas","2021-04-02T00:00:00Z","1557",0,5,"profilaktika"
"SYNLAB Lietuva UAB","2021-04-02T00:00:00Z","1557",0,53,"profilaktika"
"SYNLAB Lietuva UAB","2021-04-02T00:00:00Z","1477",14,166,"profilaktika"
"UAB ""Baltic Medics""","2021-04-02T00:00:00Z","1537",0,1,"profilaktika"
"UAB ""Baltic Medics""","2021-04-02T00:00:00Z","1477",26,316,"profilaktika"
"UAB ""Rezus.lt""","2021-04-02T00:00:00Z","1557",1,174,"profilaktika"
"UAB ""Rezus.lt""","2021-04-02T00:00:00Z","1477",58,572,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-04-02T00:00:00Z","1477",0,148,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-04-02T00:00:00Z","1557",0,94,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-02T00:00:00Z","1557",1,111,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-02T00:00:00Z","1477",117,1808,"profilaktika"
"UAB InMedica","2021-04-02T00:00:00Z","1557",1,82,"profilaktika"
"UAB InMedica","2021-04-02T00:00:00Z","1477",67,442,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-02T00:00:00Z","1477",81,1149,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-02T00:00:00Z","1557",0,43,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-02T00:00:00Z","1537",0,26,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-04-02T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-04-02T00:00:00Z","1537",0,2,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-04-02T00:00:00Z","1477",41,418,"profilaktika"
"Viešoji įstaiga KLAIPĖDOS VAIKŲ LIGONINĖ","2021-04-02T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-02T00:00:00Z","1557",0,12,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-02T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-04-02T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-04-02T00:00:00Z","1477",0,54,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-02T00:00:00Z","1477",10,313,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-02T00:00:00Z","1557",1,4,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-04-02T00:00:00Z","1537",3,24,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-04-02T00:00:00Z","1477",0,3,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-02T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-02T00:00:00Z","1557",0,7,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-02T00:00:00Z","1537",21,28,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-02T00:00:00Z","1477",28,558,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-02T00:00:00Z","1557",3,7,"profilaktika"
"Vilniaus universitetas","2021-04-02T00:00:00Z","1477",43,211,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-04-03T00:00:00Z","1477",4,217,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-03T00:00:00Z","1477",40,140,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-03T00:00:00Z","1537",0,2,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-04-03T00:00:00Z","1477",316,408,"profilaktika"
"SYNLAB Lietuva UAB","2021-04-03T00:00:00Z","1557",0,5,"profilaktika"
"SYNLAB Lietuva UAB","2021-04-03T00:00:00Z","1477",1,28,"profilaktika"
"UAB ""Baltic Medics""","2021-04-03T00:00:00Z","1477",35,396,"profilaktika"
"UAB ""Rezus.lt""","2021-04-03T00:00:00Z","1477",10,240,"profilaktika"
"UAB ""Rezus.lt""","2021-04-03T00:00:00Z","1557",4,85,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-04-03T00:00:00Z","1557",0,1,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2021-04-03T00:00:00Z","1477",0,8,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-03T00:00:00Z","1557",0,36,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-03T00:00:00Z","1477",205,1384,"profilaktika"
"UAB InMedica","2021-04-03T00:00:00Z","1477",32,236,"profilaktika"
"UAB InMedica","2021-04-03T00:00:00Z","1557",1,20,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-03T00:00:00Z","1477",129,624,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-03T00:00:00Z","1537",0,12,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-03T00:00:00Z","1557",0,16,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-04-03T00:00:00Z","1477",10,168,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-03T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-03T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-04-03T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-04-03T00:00:00Z","1557",1,0,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-04-03T00:00:00Z","1477",0,46,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-03T00:00:00Z","1557",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-03T00:00:00Z","1477",0,110,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-04-03T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2021-04-03T00:00:00Z","1537",3,8,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-03T00:00:00Z","1477",0,5,"profilaktika"
"Viešoji įstaiga Tauragės ligoninė","2021-04-03T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-03T00:00:00Z","1477",14,189,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-03T00:00:00Z","1557",11,5,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2021-04-03T00:00:00Z","1537",4,16,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2021-04-04T00:00:00Z","1477",3,203,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2021-04-04T00:00:00Z","1477",0,2,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2021-04-04T00:00:00Z","1477",383,742,"profilaktika"
"UAB ""Baltic Medics""","2021-04-04T00:00:00Z","1557",0,3,"profilaktika"
"UAB ""Baltic Medics""","2021-04-04T00:00:00Z","1477",6,203,"profilaktika"
"UAB ""Rezus.lt""","2021-04-04T00:00:00Z","1477",7,153,"profilaktika"
"UAB Diagnostikos laboratorija","2021-04-04T00:00:00Z","1477",57,259,"profilaktika"
"UAB InMedica","2021-04-04T00:00:00Z","1477",10,134,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-04T00:00:00Z","1537",0,2,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-04T00:00:00Z","1477",63,556,"profilaktika"
"UAB Medicina practica laboratorija","2021-04-04T00:00:00Z","1557",1,2,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2021-04-04T00:00:00Z","1477",15,211,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-04T00:00:00Z","1557",0,6,"profilaktika"
"Viešoji įstaiga Regioninė Telšių ligoninė","2021-04-04T00:00:00Z","1477",0,2,"profilaktika"
"Viešoji įstaiga Respublikinė Klaipėdos ligoninė","2021-04-04T00:00:00Z","1477",0,23,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2021-04-04T00:00:00Z","1477",0,42,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2021-04-04T00:00:00Z","1557",1,1,"profilaktika"
